location,date,vaccine,total_vaccinations
Slovenia,7/9/2021,Johnson&Johnson,51751
Slovenia,7/9/2021,Moderna,167836
Slovenia,7/9/2021,Oxford/AstraZeneca,304289
Slovenia,7/9/2021,Pfizer/BioNTech,996142
Slovenia,7/16/2021,Johnson&Johnson,58133
Slovenia,7/16/2021,Moderna,171909
Slovenia,7/16/2021,Oxford/AstraZeneca,308983
Slovenia,7/16/2021,Pfizer/BioNTech,1021690
Spain,1/8/2021,Johnson&Johnson,0
Spain,1/8/2021,Moderna,0
Spain,1/8/2021,Oxford/AstraZeneca,0
Spain,1/8/2021,Pfizer/BioNTech,419262
Spain,1/15/2021,Johnson&Johnson,0
Spain,1/15/2021,Moderna,7240
Spain,1/15/2021,Oxford/AstraZeneca,0
Spain,1/15/2021,Pfizer/BioNTech,919557
Spain,1/22/2021,Johnson&Johnson,0
Spain,1/22/2021,Moderna,25636
Spain,1/22/2021,Oxford/AstraZeneca,0
Spain,1/22/2021,Pfizer/BioNTech,1241630
Spain,1/29/2021,Johnson&Johnson,0
Spain,1/29/2021,Moderna,29517
Spain,1/29/2021,Oxford/AstraZeneca,0
Spain,1/29/2021,Pfizer/BioNTech,1612327
Spain,2/5/2021,Johnson&Johnson,0
Spain,2/5/2021,Moderna,49735
Spain,2/5/2021,Oxford/AstraZeneca,0
Spain,2/5/2021,Pfizer/BioNTech,2109842
Spain,2/12/2021,Johnson&Johnson,0
Spain,2/12/2021,Moderna,98818
Spain,2/12/2021,Oxford/AstraZeneca,34573
Spain,2/12/2021,Pfizer/BioNTech,2503757
Spain,2/19/2021,Johnson&Johnson,0
Spain,2/19/2021,Moderna,138600
Spain,2/19/2021,Oxford/AstraZeneca,132174
Spain,2/19/2021,Pfizer/BioNTech,2888445
Spain,2/26/2021,Johnson&Johnson,0
Spain,2/26/2021,Moderna,152523
Spain,2/26/2021,Oxford/AstraZeneca,375200
Spain,2/26/2021,Pfizer/BioNTech,3394313
Spain,3/5/2021,Johnson&Johnson,0
Spain,3/5/2021,Moderna,199726
Spain,3/5/2021,Oxford/AstraZeneca,667846
Spain,3/5/2021,Pfizer/BioNTech,3956900
Spain,3/12/2021,Johnson&Johnson,0
Spain,3/12/2021,Moderna,257409
Spain,3/12/2021,Oxford/AstraZeneca,969417
Spain,3/12/2021,Pfizer/BioNTech,4523139
Spain,3/19/2021,Johnson&Johnson,0
Spain,3/19/2021,Moderna,344530
Spain,3/19/2021,Oxford/AstraZeneca,1006528
Spain,3/19/2021,Pfizer/BioNTech,5090210
Spain,3/26/2021,Johnson&Johnson,0
Spain,3/26/2021,Moderna,445505
Spain,3/26/2021,Oxford/AstraZeneca,1430415
Spain,3/26/2021,Pfizer/BioNTech,5786466
Spain,4/2/2021,Johnson&Johnson,0
Spain,4/2/2021,Moderna,547742
Spain,4/2/2021,Oxford/AstraZeneca,1943864
Spain,4/2/2021,Pfizer/BioNTech,6458640
Spain,4/9/2021,Johnson&Johnson,0
Spain,4/9/2021,Moderna,617173
Spain,4/9/2021,Oxford/AstraZeneca,2641481
Spain,4/9/2021,Pfizer/BioNTech,7690532
Spain,4/16/2021,Johnson&Johnson,0
Spain,4/16/2021,Moderna,790909
Spain,4/16/2021,Oxford/AstraZeneca,3175665
Spain,4/16/2021,Pfizer/BioNTech,8976751
Spain,4/23/2021,Johnson&Johnson,33934
Spain,4/23/2021,Moderna,961802
Spain,4/23/2021,Oxford/AstraZeneca,3572038
Spain,4/23/2021,Pfizer/BioNTech,10256306
Spain,4/30/2021,Johnson&Johnson,132017
Spain,4/30/2021,Moderna,1124371
Spain,4/30/2021,Oxford/AstraZeneca,3963570
Spain,4/30/2021,Pfizer/BioNTech,12025760
Spain,5/7/2021,Johnson&Johnson,192908
Spain,5/7/2021,Moderna,1336464
Spain,5/7/2021,Oxford/AstraZeneca,4599109
Spain,5/7/2021,Pfizer/BioNTech,13790163
Spain,5/14/2021,Johnson&Johnson,227269
Spain,5/14/2021,Moderna,1778451
Spain,5/14/2021,Oxford/AstraZeneca,4835802
Spain,5/14/2021,Pfizer/BioNTech,15555530
Spain,5/21/2021,Johnson&Johnson,324528
Spain,5/21/2021,Moderna,2145172
Spain,5/21/2021,Oxford/AstraZeneca,4946209
Spain,5/21/2021,Pfizer/BioNTech,17314890
Spain,5/28/2021,Johnson&Johnson,438893
Spain,5/28/2021,Moderna,2482751
Spain,5/28/2021,Oxford/AstraZeneca,5122647
Spain,5/28/2021,Pfizer/BioNTech,18952934
Spain,6/4/2021,Johnson&Johnson,625318
Spain,6/4/2021,Moderna,2750430
Spain,6/4/2021,Oxford/AstraZeneca,5493586
Spain,6/4/2021,Pfizer/BioNTech,21073110
Spain,6/11/2021,Johnson&Johnson,854397
Spain,6/11/2021,Moderna,3135865
Spain,6/11/2021,Oxford/AstraZeneca,5804889
Spain,6/11/2021,Pfizer/BioNTech,23481811
Spain,6/18/2021,Johnson&Johnson,1040470
Spain,6/18/2021,Moderna,3483687
Spain,6/18/2021,Oxford/AstraZeneca,6160685
Spain,6/18/2021,Pfizer/BioNTech,25794748
Spain,6/25/2021,Johnson&Johnson,1201479
Spain,6/25/2021,Moderna,3754218
Spain,6/25/2021,Oxford/AstraZeneca,6878055
Spain,6/25/2021,Pfizer/BioNTech,28254832
Spain,7/2/2021,Johnson&Johnson,1331391
Spain,7/2/2021,Moderna,4015194
Spain,7/2/2021,Oxford/AstraZeneca,7669518
Spain,7/2/2021,Pfizer/BioNTech,31001117
Spain,7/9/2021,Johnson&Johnson,1464233
Spain,7/9/2021,Moderna,4385724
Spain,7/9/2021,Oxford/AstraZeneca,8489430
Spain,7/9/2021,Pfizer/BioNTech,33342582
Spain,7/16/2021,Johnson&Johnson,1506881
Spain,7/16/2021,Moderna,4553795
Spain,7/16/2021,Oxford/AstraZeneca,8672575
Spain,7/16/2021,Pfizer/BioNTech,34068689
Sweden,1/1/2021,Pfizer/BioNTech,2423
Sweden,1/8/2021,Pfizer/BioNTech,51699
Sweden,1/15/2021,Moderna,93
Sweden,1/15/2021,Pfizer/BioNTech,129918
Sweden,1/22/2021,Moderna,5342
Sweden,1/22/2021,Pfizer/BioNTech,240446
Sweden,1/29/2021,Moderna,8093
Sweden,1/29/2021,Pfizer/BioNTech,328734
Sweden,2/5/2021,Moderna,12389
Sweden,2/5/2021,Oxford/AstraZeneca,0
Sweden,2/5/2021,Pfizer/BioNTech,424239
Sweden,2/12/2021,Moderna,23111
Sweden,2/12/2021,Oxford/AstraZeneca,9771
Sweden,2/12/2021,Pfizer/BioNTech,521363
Sweden,2/19/2021,Moderna,38835
Sweden,2/19/2021,Oxford/AstraZeneca,37690
Sweden,2/19/2021,Pfizer/BioNTech,631602
Sweden,2/26/2021,Moderna,48308
Sweden,2/26/2021,Oxford/AstraZeneca,77345
Sweden,2/26/2021,Pfizer/BioNTech,738414
Sweden,3/5/2021,Moderna,61413
Sweden,3/5/2021,Oxford/AstraZeneca,146820
Sweden,3/5/2021,Pfizer/BioNTech,844750
Sweden,3/12/2021,Moderna,84560
Sweden,3/12/2021,Oxford/AstraZeneca,219436
Sweden,3/12/2021,Pfizer/BioNTech,969893
Sweden,3/19/2021,Moderna,112451
Sweden,3/19/2021,Oxford/AstraZeneca,230248
Sweden,3/19/2021,Pfizer/BioNTech,1104251
Sweden,3/26/2021,Moderna,148123
Sweden,3/26/2021,Oxford/AstraZeneca,236945
Sweden,3/26/2021,Pfizer/BioNTech,1259546
Sweden,4/2/2021,Moderna,167424
Sweden,4/2/2021,Oxford/AstraZeneca,310049
Sweden,4/2/2021,Pfizer/BioNTech,1431682
Sweden,4/9/2021,Moderna,205941
Sweden,4/9/2021,Oxford/AstraZeneca,419010
Sweden,4/9/2021,Pfizer/BioNTech,1629110
Sweden,4/16/2021,Moderna,234595
Sweden,4/16/2021,Oxford/AstraZeneca,581124
Sweden,4/16/2021,Pfizer/BioNTech,1912347
Sweden,4/23/2021,Moderna,273515
Sweden,4/23/2021,Oxford/AstraZeneca,676211
Sweden,4/23/2021,Pfizer/BioNTech,2218268
Sweden,4/30/2021,Moderna,304194
Sweden,4/30/2021,Oxford/AstraZeneca,711790
Sweden,4/30/2021,Pfizer/BioNTech,2549713
Sweden,5/7/2021,Moderna,353049
Sweden,5/7/2021,Oxford/AstraZeneca,730204
Sweden,5/7/2021,Pfizer/BioNTech,2939531
Sweden,5/14/2021,Moderna,390671
Sweden,5/14/2021,Oxford/AstraZeneca,759833
Sweden,5/14/2021,Pfizer/BioNTech,3297052
Sweden,5/21/2021,Moderna,454707
Sweden,5/21/2021,Oxford/AstraZeneca,801973
Sweden,5/21/2021,Pfizer/BioNTech,3643221
Sweden,5/28/2021,Moderna,512505
Sweden,5/28/2021,Oxford/AstraZeneca,825049
Sweden,5/28/2021,Pfizer/BioNTech,4045495
Sweden,6/4/2021,Moderna,580040
Sweden,6/4/2021,Oxford/AstraZeneca,874759
Sweden,6/4/2021,Pfizer/BioNTech,4511219
Sweden,6/11/2021,Moderna,646211
Sweden,6/11/2021,Oxford/AstraZeneca,942238
Sweden,6/11/2021,Pfizer/BioNTech,5055292
Sweden,6/18/2021,Moderna,710161
Sweden,6/18/2021,Oxford/AstraZeneca,1073999
Sweden,6/18/2021,Pfizer/BioNTech,5628763
Sweden,6/25/2021,Moderna,765361
Sweden,6/25/2021,Oxford/AstraZeneca,1180431
Sweden,6/25/2021,Pfizer/BioNTech,6101642
Sweden,7/2/2021,Moderna,837224
Sweden,7/2/2021,Oxford/AstraZeneca,1258540
Sweden,7/2/2021,Pfizer/BioNTech,6680367
Sweden,7/9/2021,Moderna,912193
Sweden,7/9/2021,Oxford/AstraZeneca,1298292
Sweden,7/9/2021,Pfizer/BioNTech,7147409
Sweden,7/16/2021,Moderna,1001445
Sweden,7/16/2021,Oxford/AstraZeneca,1313992
Sweden,7/16/2021,Pfizer/BioNTech,7514934
Switzerland,12/22/2020,Moderna,0
Switzerland,12/22/2020,Pfizer/BioNTech,2
Switzerland,12/23/2020,Moderna,1
Switzerland,12/23/2020,Pfizer/BioNTech,427
Switzerland,12/24/2020,Moderna,1
Switzerland,12/24/2020,Pfizer/BioNTech,690
Switzerland,12/25/2020,Moderna,1
Switzerland,12/25/2020,Pfizer/BioNTech,690
Switzerland,12/26/2020,Moderna,1
Switzerland,12/26/2020,Pfizer/BioNTech,1126
Switzerland,12/27/2020,Moderna,1
Switzerland,12/27/2020,Pfizer/BioNTech,1126
Switzerland,12/28/2020,Moderna,1
Switzerland,12/28/2020,Pfizer/BioNTech,2746
Switzerland,12/29/2020,Moderna,1
Switzerland,12/29/2020,Pfizer/BioNTech,4431
Switzerland,12/30/2020,Moderna,1
Switzerland,12/30/2020,Pfizer/BioNTech,6097
Switzerland,12/31/2020,Moderna,1
Switzerland,12/31/2020,Pfizer/BioNTech,6349
Switzerland,1/1/2021,Moderna,3
Switzerland,1/1/2021,Pfizer/BioNTech,6387
Switzerland,1/2/2021,Moderna,3
Switzerland,1/2/2021,Pfizer/BioNTech,6391
Switzerland,1/3/2021,Moderna,4
Switzerland,1/3/2021,Pfizer/BioNTech,6391
Switzerland,1/4/2021,Moderna,4
Switzerland,1/4/2021,Pfizer/BioNTech,10043
Switzerland,1/5/2021,Moderna,4
Switzerland,1/5/2021,Pfizer/BioNTech,17134
Switzerland,1/6/2021,Moderna,6
Switzerland,1/6/2021,Pfizer/BioNTech,22975
Switzerland,1/7/2021,Moderna,6
Switzerland,1/7/2021,Pfizer/BioNTech,30185
Switzerland,1/8/2021,Moderna,6
Switzerland,1/8/2021,Pfizer/BioNTech,38221
Switzerland,1/9/2021,Moderna,10
Switzerland,1/9/2021,Pfizer/BioNTech,40339
Switzerland,1/10/2021,Moderna,10
Switzerland,1/10/2021,Pfizer/BioNTech,40371
Switzerland,1/11/2021,Moderna,30
Switzerland,1/11/2021,Pfizer/BioNTech,47684
Switzerland,1/12/2021,Moderna,119
Switzerland,1/12/2021,Pfizer/BioNTech,57934
Switzerland,1/13/2021,Moderna,328
Switzerland,1/13/2021,Pfizer/BioNTech,68790
Switzerland,1/14/2021,Moderna,684
Switzerland,1/14/2021,Pfizer/BioNTech,79024
Switzerland,1/15/2021,Moderna,1477
Switzerland,1/15/2021,Pfizer/BioNTech,88975
Switzerland,1/16/2021,Moderna,3801
Switzerland,1/16/2021,Pfizer/BioNTech,91008
Switzerland,1/17/2021,Moderna,3885
Switzerland,1/17/2021,Pfizer/BioNTech,91588
Switzerland,1/18/2021,Moderna,5531
Switzerland,1/18/2021,Pfizer/BioNTech,102165
Switzerland,1/19/2021,Moderna,10251
Switzerland,1/19/2021,Pfizer/BioNTech,114734
Switzerland,1/20/2021,Moderna,16976
Switzerland,1/20/2021,Pfizer/BioNTech,128437
Switzerland,1/21/2021,Moderna,25601
Switzerland,1/21/2021,Pfizer/BioNTech,142942
Switzerland,1/22/2021,Moderna,33511
Switzerland,1/22/2021,Pfizer/BioNTech,154687
Switzerland,1/23/2021,Moderna,37536
Switzerland,1/23/2021,Pfizer/BioNTech,156449
Switzerland,1/24/2021,Moderna,38152
Switzerland,1/24/2021,Pfizer/BioNTech,157013
Switzerland,1/25/2021,Moderna,48013
Switzerland,1/25/2021,Pfizer/BioNTech,164374
Switzerland,1/26/2021,Moderna,64403
Switzerland,1/26/2021,Pfizer/BioNTech,173006
Switzerland,1/27/2021,Moderna,81427
Switzerland,1/27/2021,Pfizer/BioNTech,180276
Switzerland,1/28/2021,Moderna,99163
Switzerland,1/28/2021,Pfizer/BioNTech,189237
Switzerland,1/29/2021,Moderna,110764
Switzerland,1/29/2021,Pfizer/BioNTech,195275
Switzerland,1/30/2021,Moderna,110764
Switzerland,1/30/2021,Pfizer/BioNTech,195275
Switzerland,1/31/2021,Moderna,110764
Switzerland,1/31/2021,Pfizer/BioNTech,195275
Switzerland,2/1/2021,Moderna,120303
Switzerland,2/1/2021,Pfizer/BioNTech,201757
Switzerland,2/2/2021,Moderna,131632
Switzerland,2/2/2021,Pfizer/BioNTech,210028
Switzerland,2/3/2021,Moderna,142973
Switzerland,2/3/2021,Pfizer/BioNTech,217999
Switzerland,2/4/2021,Moderna,153296
Switzerland,2/4/2021,Pfizer/BioNTech,228236
Switzerland,2/5/2021,Moderna,162592
Switzerland,2/5/2021,Pfizer/BioNTech,238328
Switzerland,2/6/2021,Moderna,163763
Switzerland,2/6/2021,Pfizer/BioNTech,240480
Switzerland,2/7/2021,Moderna,164339
Switzerland,2/7/2021,Pfizer/BioNTech,241099
Switzerland,2/8/2021,Moderna,172360
Switzerland,2/8/2021,Pfizer/BioNTech,251553
Switzerland,2/9/2021,Moderna,182828
Switzerland,2/9/2021,Pfizer/BioNTech,266508
Switzerland,2/10/2021,Moderna,194525
Switzerland,2/10/2021,Pfizer/BioNTech,281606
Switzerland,2/11/2021,Moderna,206299
Switzerland,2/11/2021,Pfizer/BioNTech,297320
Switzerland,2/12/2021,Moderna,219778
Switzerland,2/12/2021,Pfizer/BioNTech,310296
Switzerland,2/13/2021,Moderna,224932
Switzerland,2/13/2021,Pfizer/BioNTech,312077
Switzerland,2/14/2021,Moderna,225662
Switzerland,2/14/2021,Pfizer/BioNTech,312690
Switzerland,2/15/2021,Moderna,235195
Switzerland,2/15/2021,Pfizer/BioNTech,321980
Switzerland,2/16/2021,Moderna,248409
Switzerland,2/16/2021,Pfizer/BioNTech,333531
Switzerland,2/17/2021,Moderna,261242
Switzerland,2/17/2021,Pfizer/BioNTech,344876
Switzerland,2/18/2021,Moderna,276208
Switzerland,2/18/2021,Pfizer/BioNTech,358465
Switzerland,2/19/2021,Moderna,288269
Switzerland,2/19/2021,Pfizer/BioNTech,370734
Switzerland,2/20/2021,Moderna,292944
Switzerland,2/20/2021,Pfizer/BioNTech,373277
Switzerland,2/21/2021,Moderna,293717
Switzerland,2/21/2021,Pfizer/BioNTech,374123
Switzerland,2/22/2021,Moderna,304838
Switzerland,2/22/2021,Pfizer/BioNTech,382864
Switzerland,2/23/2021,Moderna,320947
Switzerland,2/23/2021,Pfizer/BioNTech,393362
Switzerland,2/24/2021,Moderna,338004
Switzerland,2/24/2021,Pfizer/BioNTech,404524
Switzerland,2/25/2021,Moderna,355729
Switzerland,2/25/2021,Pfizer/BioNTech,416196
Switzerland,2/26/2021,Moderna,371287
Switzerland,2/26/2021,Pfizer/BioNTech,425278
Switzerland,2/27/2021,Moderna,375337
Switzerland,2/27/2021,Pfizer/BioNTech,427671
Switzerland,2/28/2021,Moderna,376397
Switzerland,2/28/2021,Pfizer/BioNTech,428597
Switzerland,3/1/2021,Moderna,389530
Switzerland,3/1/2021,Pfizer/BioNTech,437611
Switzerland,3/2/2021,Moderna,404591
Switzerland,3/2/2021,Pfizer/BioNTech,448462
Switzerland,3/3/2021,Moderna,422411
Switzerland,3/3/2021,Pfizer/BioNTech,462499
Switzerland,3/4/2021,Moderna,441400
Switzerland,3/4/2021,Pfizer/BioNTech,476907
Switzerland,3/5/2021,Moderna,457238
Switzerland,3/5/2021,Pfizer/BioNTech,490075
Switzerland,3/6/2021,Moderna,460864
Switzerland,3/6/2021,Pfizer/BioNTech,492738
Switzerland,3/7/2021,Moderna,461686
Switzerland,3/7/2021,Pfizer/BioNTech,493872
Switzerland,3/8/2021,Moderna,473367
Switzerland,3/8/2021,Pfizer/BioNTech,505509
Switzerland,3/9/2021,Moderna,489271
Switzerland,3/9/2021,Pfizer/BioNTech,520048
Switzerland,3/10/2021,Moderna,504708
Switzerland,3/10/2021,Pfizer/BioNTech,534801
Switzerland,3/11/2021,Moderna,521250
Switzerland,3/11/2021,Pfizer/BioNTech,550424
Switzerland,3/12/2021,Moderna,535080
Switzerland,3/12/2021,Pfizer/BioNTech,563942
Switzerland,3/13/2021,Moderna,539240
Switzerland,3/13/2021,Pfizer/BioNTech,565785
Switzerland,3/14/2021,Moderna,539814
Switzerland,3/14/2021,Pfizer/BioNTech,566652
Switzerland,3/15/2021,Moderna,549909
Switzerland,3/15/2021,Pfizer/BioNTech,577611
Switzerland,3/16/2021,Moderna,562803
Switzerland,3/16/2021,Pfizer/BioNTech,593577
Switzerland,3/17/2021,Moderna,576514
Switzerland,3/17/2021,Pfizer/BioNTech,611382
Switzerland,3/18/2021,Moderna,591340
Switzerland,3/18/2021,Pfizer/BioNTech,629829
Switzerland,3/19/2021,Moderna,603522
Switzerland,3/19/2021,Pfizer/BioNTech,645457
Switzerland,3/20/2021,Moderna,606771
Switzerland,3/20/2021,Pfizer/BioNTech,648339
Switzerland,3/21/2021,Moderna,606911
Switzerland,3/21/2021,Pfizer/BioNTech,649548
Switzerland,3/22/2021,Moderna,618212
Switzerland,3/22/2021,Pfizer/BioNTech,663084
Switzerland,3/23/2021,Moderna,634736
Switzerland,3/23/2021,Pfizer/BioNTech,678730
Switzerland,3/24/2021,Moderna,653720
Switzerland,3/24/2021,Pfizer/BioNTech,694886
Switzerland,3/25/2021,Moderna,678733
Switzerland,3/25/2021,Pfizer/BioNTech,708773
Switzerland,3/26/2021,Moderna,699872
Switzerland,3/26/2021,Pfizer/BioNTech,723591
Switzerland,3/27/2021,Moderna,706605
Switzerland,3/27/2021,Pfizer/BioNTech,726888
Switzerland,3/28/2021,Moderna,707895
Switzerland,3/28/2021,Pfizer/BioNTech,729185
Switzerland,3/29/2021,Moderna,728225
Switzerland,3/29/2021,Pfizer/BioNTech,741914
Switzerland,3/30/2021,Moderna,753816
Switzerland,3/30/2021,Pfizer/BioNTech,757529
Switzerland,3/31/2021,Moderna,776474
Switzerland,3/31/2021,Pfizer/BioNTech,773567
Switzerland,4/1/2021,Moderna,800127
Switzerland,4/1/2021,Pfizer/BioNTech,791260
Switzerland,4/2/2021,Moderna,805437
Switzerland,4/2/2021,Pfizer/BioNTech,796363
Switzerland,4/3/2021,Moderna,807763
Switzerland,4/3/2021,Pfizer/BioNTech,800492
Switzerland,4/4/2021,Moderna,808379
Switzerland,4/4/2021,Pfizer/BioNTech,801608
Switzerland,4/5/2021,Moderna,810470
Switzerland,4/5/2021,Pfizer/BioNTech,805407
Switzerland,4/6/2021,Moderna,827807
Switzerland,4/6/2021,Pfizer/BioNTech,826300
Switzerland,4/7/2021,Moderna,849148
Switzerland,4/7/2021,Pfizer/BioNTech,851446
Switzerland,4/8/2021,Moderna,874794
Switzerland,4/8/2021,Pfizer/BioNTech,877943
Switzerland,4/9/2021,Moderna,900228
Switzerland,4/9/2021,Pfizer/BioNTech,900186
Switzerland,4/10/2021,Moderna,909310
Switzerland,4/10/2021,Pfizer/BioNTech,905669
Switzerland,4/11/2021,Moderna,911140
Switzerland,4/11/2021,Pfizer/BioNTech,907959
Switzerland,4/12/2021,Moderna,928881
Switzerland,4/12/2021,Pfizer/BioNTech,934630
Switzerland,4/13/2021,Moderna,952433
Switzerland,4/13/2021,Pfizer/BioNTech,965243
Switzerland,4/14/2021,Moderna,978088
Switzerland,4/14/2021,Pfizer/BioNTech,996669
Switzerland,4/15/2021,Moderna,1006631
Switzerland,4/15/2021,Pfizer/BioNTech,1026388
Switzerland,4/16/2021,Moderna,1034081
Switzerland,4/16/2021,Pfizer/BioNTech,1053527
Switzerland,4/17/2021,Moderna,1045190
Switzerland,4/17/2021,Pfizer/BioNTech,1060414
Switzerland,4/18/2021,Moderna,1046881
Switzerland,4/18/2021,Pfizer/BioNTech,1065116
Switzerland,4/19/2021,Moderna,1067869
Switzerland,4/19/2021,Pfizer/BioNTech,1095836
Switzerland,4/20/2021,Moderna,1097855
Switzerland,4/20/2021,Pfizer/BioNTech,1129754
Switzerland,4/21/2021,Moderna,1131893
Switzerland,4/21/2021,Pfizer/BioNTech,1163380
Switzerland,4/22/2021,Moderna,1174662
Switzerland,4/22/2021,Pfizer/BioNTech,1195358
Switzerland,4/23/2021,Moderna,1209348
Switzerland,4/23/2021,Pfizer/BioNTech,1227194
Switzerland,4/24/2021,Moderna,1227255
Switzerland,4/24/2021,Pfizer/BioNTech,1236568
Switzerland,4/25/2021,Moderna,1232902
Switzerland,4/25/2021,Pfizer/BioNTech,1242980
Switzerland,4/26/2021,Moderna,1262589
Switzerland,4/26/2021,Pfizer/BioNTech,1270393
Switzerland,4/27/2021,Moderna,1303589
Switzerland,4/27/2021,Pfizer/BioNTech,1303937
Switzerland,4/28/2021,Moderna,1342339
Switzerland,4/28/2021,Pfizer/BioNTech,1338845
Switzerland,4/29/2021,Moderna,1383229
Switzerland,4/29/2021,Pfizer/BioNTech,1371029
Switzerland,4/30/2021,Moderna,1418918
Switzerland,4/30/2021,Pfizer/BioNTech,1399656
Switzerland,5/1/2021,Moderna,1436364
Switzerland,5/1/2021,Pfizer/BioNTech,1412358
Switzerland,5/2/2021,Moderna,1442651
Switzerland,5/2/2021,Pfizer/BioNTech,1418694
Switzerland,5/3/2021,Moderna,1471062
Switzerland,5/3/2021,Pfizer/BioNTech,1451075
Switzerland,5/4/2021,Moderna,1510552
Switzerland,5/4/2021,Pfizer/BioNTech,1487637
Switzerland,5/5/2021,Moderna,1555425
Switzerland,5/5/2021,Pfizer/BioNTech,1521615
Switzerland,5/6/2021,Moderna,1610548
Switzerland,5/6/2021,Pfizer/BioNTech,1557080
Switzerland,5/7/2021,Moderna,1666798
Switzerland,5/7/2021,Pfizer/BioNTech,1586621
Switzerland,5/8/2021,Moderna,1692590
Switzerland,5/8/2021,Pfizer/BioNTech,1601327
Switzerland,5/9/2021,Moderna,1703013
Switzerland,5/9/2021,Pfizer/BioNTech,1607009
Switzerland,5/10/2021,Moderna,1751246
Switzerland,5/10/2021,Pfizer/BioNTech,1639877
Switzerland,5/11/2021,Moderna,1809529
Switzerland,5/11/2021,Pfizer/BioNTech,1677786
Switzerland,5/12/2021,Moderna,1870105
Switzerland,5/12/2021,Pfizer/BioNTech,1715403
Switzerland,5/13/2021,Moderna,1898745
Switzerland,5/13/2021,Pfizer/BioNTech,1732732
Switzerland,5/14/2021,Moderna,1951127
Switzerland,5/14/2021,Pfizer/BioNTech,1762239
Switzerland,5/15/2021,Moderna,1980639
Switzerland,5/15/2021,Pfizer/BioNTech,1776912
Switzerland,5/16/2021,Moderna,1992261
Switzerland,5/16/2021,Pfizer/BioNTech,1784306
Switzerland,5/17/2021,Moderna,2043565
Switzerland,5/17/2021,Pfizer/BioNTech,1817680
Switzerland,5/18/2021,Moderna,2106795
Switzerland,5/18/2021,Pfizer/BioNTech,1855112
Switzerland,5/19/2021,Moderna,2174916
Switzerland,5/19/2021,Pfizer/BioNTech,1889661
Switzerland,5/20/2021,Moderna,2250139
Switzerland,5/20/2021,Pfizer/BioNTech,1924256
Switzerland,5/21/2021,Moderna,2318231
Switzerland,5/21/2021,Pfizer/BioNTech,1958155
Switzerland,5/22/2021,Moderna,2352038
Switzerland,5/22/2021,Pfizer/BioNTech,1972021
Switzerland,5/23/2021,Moderna,2366020
Switzerland,5/23/2021,Pfizer/BioNTech,1976763
Switzerland,5/24/2021,Moderna,2400265
Switzerland,5/24/2021,Pfizer/BioNTech,1993077
Switzerland,5/25/2021,Moderna,2466193
Switzerland,5/25/2021,Pfizer/BioNTech,2028916
Switzerland,5/26/2021,Moderna,2537453
Switzerland,5/26/2021,Pfizer/BioNTech,2064879
Switzerland,5/27/2021,Moderna,2613627
Switzerland,5/27/2021,Pfizer/BioNTech,2097171
Switzerland,5/28/2021,Moderna,2685821
Switzerland,5/28/2021,Pfizer/BioNTech,2130194
Switzerland,5/29/2021,Moderna,2724400
Switzerland,5/29/2021,Pfizer/BioNTech,2146178
Switzerland,5/30/2021,Moderna,2739988
Switzerland,5/30/2021,Pfizer/BioNTech,2155244
Switzerland,5/31/2021,Moderna,2799371
Switzerland,5/31/2021,Pfizer/BioNTech,2189126
Switzerland,6/1/2021,Moderna,2872497
Switzerland,6/1/2021,Pfizer/BioNTech,2224611
Switzerland,6/2/2021,Moderna,2954189
Switzerland,6/2/2021,Pfizer/BioNTech,2255444
Switzerland,6/3/2021,Moderna,3033288
Switzerland,6/3/2021,Pfizer/BioNTech,2279930
Switzerland,6/4/2021,Moderna,3119299
Switzerland,6/4/2021,Pfizer/BioNTech,2305223
Switzerland,6/5/2021,Moderna,3174942
Switzerland,6/5/2021,Pfizer/BioNTech,2323189
Switzerland,6/6/2021,Moderna,3195094
Switzerland,6/6/2021,Pfizer/BioNTech,2330738
Switzerland,6/7/2021,Moderna,3273611
Switzerland,6/7/2021,Pfizer/BioNTech,2354163
Switzerland,6/8/2021,Moderna,3360995
Switzerland,6/8/2021,Pfizer/BioNTech,2378763
Switzerland,6/9/2021,Moderna,3449637
Switzerland,6/9/2021,Pfizer/BioNTech,2403076
Switzerland,6/10/2021,Moderna,3533488
Switzerland,6/10/2021,Pfizer/BioNTech,2425041
Switzerland,6/11/2021,Moderna,3616711
Switzerland,6/11/2021,Pfizer/BioNTech,2450156
Switzerland,6/12/2021,Moderna,3670344
Switzerland,6/12/2021,Pfizer/BioNTech,2467728
Switzerland,6/13/2021,Moderna,3689664
Switzerland,6/13/2021,Pfizer/BioNTech,2475208
Switzerland,6/14/2021,Moderna,3766103
Switzerland,6/14/2021,Pfizer/BioNTech,2496914
Switzerland,6/15/2021,Moderna,3849715
Switzerland,6/15/2021,Pfizer/BioNTech,2517740
Switzerland,6/16/2021,Moderna,3934803
Switzerland,6/16/2021,Pfizer/BioNTech,2536132
Switzerland,6/17/2021,Moderna,4022954
Switzerland,6/17/2021,Pfizer/BioNTech,2554629
Switzerland,6/18/2021,Moderna,4105546
Switzerland,6/18/2021,Pfizer/BioNTech,2574526
Switzerland,6/19/2021,Moderna,4153181
Switzerland,6/19/2021,Pfizer/BioNTech,2590106
Switzerland,6/20/2021,Moderna,4169154
Switzerland,6/20/2021,Pfizer/BioNTech,2594940
Switzerland,6/21/2021,Moderna,4240170
Switzerland,6/21/2021,Pfizer/BioNTech,2611918
